,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41,XMEAS42,XMEAS43,XMEAS44,XMEAS45,XMEAS46,XMEAS47,XMEAS48,XMEAS49,XMEAS50,XMEAS51,XMEAS52,XMEAS53,XMEAS54,XMEAS55,XMEAS56,XMEAS57,XMEAS58,XMEAS59,XMEAS60,XMEAS61,XMEAS62,XMEAS63,XMEAS64,XMEAS65,XMEAS66,XMEAS67,XMEAS68,XMEAS69,XMEAS70,XMEAS71,XMEAS72,XMEAS73
0.0166666666666667,0.2710328736669783,3649.739414685367,4451.320790914733,9.223142380217267,32.39289976314251,47.55975362781324,2798.975799022997,64.99582452298245,122.8987964383249,0.1978264564487721,91.99326725850361,49.97086027678221,2703.521071314767,25.2575586301178,49.68186731770022,3330.810325923907,22.88620733960949,66.62830284404407,0.0,272.7821772041233,102.4800282325948,92.26253070539724,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,45.0,45.0,45.0,45.0,35.0,81.63904196386757,40.0,33.27708020441792,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.0333333333333334,0.2714632658020889,3619.345955929306,4465.255154352851,9.282389743455447,32.40042768095627,47.54335234511934,2799.25551440551,64.8889939791994,122.9012221792125,0.1957075133277205,91.98154386541306,49.82359991361827,2703.691788486773,25.23527563556152,49.4716890683935,3331.19519109482,23.09291709581659,66.60890850254856,0.3589764602482319,272.993870008909,102.497265081723,92.28885883087442,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.99815097436309,44.98531232222915,45.00358111485839,44.98259053096175,34.98672960862518,81.22447065641548,39.99579469785094,34.78571472834392,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.0500000000000001,0.2700248677564445,3625.847904111396,4488.807001445154,9.261593324359445,32.8249912185128,47.47023244113189,2798.987371195651,65.84224962342547,122.9376741230132,0.1955699152213996,91.98346854283503,50.45736522176826,2703.45590470817,25.26638124712288,48.51460552404907,3330.815587436909,22.84300645563158,66.62821675524462,-3.384036230295896,272.6893491629763,102.5061172135047,92.22339240029035,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.98408051595092,45.00266238078475,44.99484558686614,45.00641565665602,35.00635147199035,81.43299514588985,39.97726516351103,36.21671499746823,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.0666666666666668,0.2690784750992653,3662.320313408133,4463.216160508402,9.308034863401643,32.37005189602773,47.14295520553917,2798.918410302396,64.77377533580913,122.9457026285569,0.1950711784279873,91.95164504578982,51.42007082030631,2703.673483005981,25.34625549778857,49.18146021180124,3330.891106770493,23.11566969750616,66.62192569731633,-1.094103621691465,272.3337808976011,102.5247532156929,92.28519360116294,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.99460851296782,44.99585219725967,45.00570820912719,44.99888785228134,34.98610828980804,81.71133602198552,39.99963199719787,31.65070176008259,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.08333333333333351,0.2716203720331271,3620.985425113543,4464.933152476463,9.18521648708109,32.13565148656526,47.6683842084589,2799.558637488929,64.86431339855963,122.9317941067024,0.1958818876457471,92.00478438641504,48.07281355095072,2703.859610747033,25.24277106434669,49.19813573576209,3330.891136158551,22.99047210603188,66.64848933247123,0.120427156239748,272.9154574656118,102.5126571368075,92.38229726381864,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,45.0005868254602,44.99424620494246,45.00837216004729,44.99859396323561,35.00123424634337,81.38904172715138,40.00659007653594,36.25257877824036,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.1000000000000002,0.2714303684406965,3662.100175341119,4457.312072001534,9.159665305067284,32.37856578689206,47.93744526450596,2799.155391896825,65.30845013665325,122.9846267858101,0.194651794850603,92.01445979473333,49.08273322372244,2704.179377004805,25.46094261573521,50.20634889404895,3331.113779991583,22.89834419299619,66.60154188560855,0.6234836108982562,272.7761630967449,102.5455089410616,92.20687234367084,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.99215208634734,45.01048942908645,45.01328138455749,44.99621581897139,34.99661145791411,81.70290279921483,40.00127804860472,33.95772440794427,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.1166666666666669,0.2700069237784631,3647.692031722635,4436.465305654405,9.24172810278823,32.26851147332847,47.79104652671764,2799.289646384236,64.18539051340366,122.9856636256233,0.192667393390676,92.00169757094977,51.23205601058532,2703.172942755523,25.28358929401243,51.49932674570078,3331.626628703802,22.81877333129432,66.62967822710871,-0.3383418790996074,272.8469879481387,102.5563371114459,92.31999038862365,32.14965173285326,14.87849170498677,18.85169488050687,5.998757762572651,16.66867027565634,4.054378412979921,32.62967616337929,21.70356227198292,13.29750116169047,0.8958355847520246,16.1374011792979,5.396131414101018,6.675361126332765,3.26453109846362,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.99200524434448,45.01933588847518,45.02149834260344,45.0039656291902,34.9904041300714,81.38109905060719,39.99488959893584,33.48039477864092,99.98999834060669,0.009999999747378752,0.0,0.0,0.0,0.0,0.0,0.009999999747378752,0.0,99.98999834060669,0.0,0.0,0.0,0.0,0.0,0.0,99.98999834060669,0.009999999747378752,48.5,0.5,51.0,0.0,0.0,0.0
0.1333333333333336,0.2718485980571337,3658.056614942527,4432.915521646541,9.212452325115772,32.3332392827903,47.73176235807897,2799.571470349619,65.53396443090254,122.9950935467125,0.1953209116485492,92.03348199007877,50.09550484572494,2703.613261407296,24.98682992099313,49.76048154802397,3331.416144072321,22.82087904536311,66.6089135614653,-1.076498436182737,272.5883035953442,102.592591286759,92.3278736145312,32.49201618935784,15.13017993353434,18.76671012722599,6.066004567704086,16.78508616000211,4.019345124009331,32.53901108745131,21.72993678936412,13.58138583227586,0.8453690815491094,15.76992235787127,5.408142652661098,6.750369976877456,3.177804879256571,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,45.00226190671324,44.99001750811934,44.99049798592925,44.9929654251039,35.00550026997924,81.53519577321003,39.99124825105071,33.6649850726285,100.0033422385156,0.01256174881826155,-0.005693277269601822,-0.01282315865159035,-0.002036513239145279,0.159314377233386,-0.01451881781220436,-0.06368071588804014,0.004120551198720932,99.97968897685409,-0.194097850471735,-0.1347320213913918,-0.3930992819368839,-0.04765855222940445,-0.3554407097399235,-0.01243363954126835,100.1997697614133,-0.002883867576019839,48.62077441439033,0.4769071921706199,51.34814932569861,0.01739744804799557,0.1398209594190121,-0.1989473953843117
0.1500000000000003,0.2702481180938596,3665.447655205894,4465.755152525916,9.16780266396735,32.15428898305642,47.06243866281922,2799.325411664122,64.70033768099694,123.0276415991385,0.1967295386725997,92.03342796649072,51.59770383178402,2703.410080982945,25.13065697902259,50.00838015909615,3331.294127970525,22.85225208650053,66.64133377810053,2.344562817364931,272.7963914202642,102.5862686881761,92.32465034651509,32.49201618935784,15.13017993353434,18.76671012722599,6.066004567704086,16.78508616000211,4.019345124009331,32.53901108745131,21.72993678936412,13.58138583227586,0.8453690815491094,15.76992235787127,5.408142652661098,6.750369976877456,3.177804879256571,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,45.00643500909209,45.00235185012221,45.00883902654052,44.98693596705795,34.98493795976043,81.51513112124394,39.99418005093932,31.71524226339242,100.0033422385156,0.01256174881826155,-0.005693277269601822,-0.01282315865159035,-0.002036513239145279,0.159314377233386,-0.01451881781220436,-0.06368071588804014,0.004120551198720932,99.97968897685409,-0.194097850471735,-0.1347320213913918,-0.3930992819368839,-0.04765855222940445,-0.3554407097399235,-0.01243363954126835,100.1997697614133,-0.002883867576019839,48.62077441439033,0.4769071921706199,51.34814932569861,0.01739744804799557,0.1398209594190121,-0.1989473953843117
0.166666666666667,0.272159180903033,3671.744024702563,4435.22627890606,9.16090477523552,32.5608627200608,47.37142653513265,2799.648900193977,65.53302491229546,123.0619191581038,0.1937482882514784,92.03696684661915,51.69995436921806,2703.289471167338,25.21203953561582,48.68374490068871,3331.830925449437,22.94071012914314,66.63646118665291,0.3167903669178486,272.6200353618707,102.6088927569979,92.33946282265279,32.49201618935784,15.13017993353434,18.76671012722599,6.066004567704086,16.78508616000211,4.019345124009331,32.53901108745131,21.72993678936412,13.58138583227586,0.8453690815491094,15.76992235787127,5.408142652661098,6.750369976877456,3.177804879256571,0.01071487095815661,0.5747174718292452,0.1861358578788315,53.76309769039442,43.98572334423859,44.99770265683532,44.99430713519454,45.01396852120757,45.01126139983535,35.00457871541381,81.67432636555623,39.98601273164153,33.89094160549691,100.0033422385156,0.01256174881826155,-0.005693277269601822,-0.01282315865159035,-0.002036513239145279,0.159314377233386,-0.01451881781220436,-0.06368071588804014,0.004120551198720932,99.97968897685409,-0.194097850471735,-0.1347320213913918,-0.3930992819368839,-0.04765855222940445,-0.3554407097399235,-0.01243363954126835,100.1997697614133,-0.002883867576019839,48.62077441439033,0.4769071921706199,51.34814932569861,0.01739744804799557,0.1398209594190121,-0.1989473953843117
